title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
controversies silicons role plant biology,"D Coskun, R Deshmukh, H Sonah, JG Menzies",2019.0,"Contents Summary 67 I. Introduction 68 II. Silicon transport in plants: to absorb or not to absorb 
69 III. The role of silicon in plants: not just a matter of semantics 71 IV. Silicon and biotic …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.15343,633,0,,The controversies of silicon's role in plant biology,8,45,biology,nph.onlinelibrary.wiley.com,New Phytologist (Wiley),/doi/abs/10.1111/nph.15343,{},,15343
machine learning integrating data biology medicine principles practice opportunities,"M Zitnik, F Nguyen, B Wang, J Leskovec",2019.0,"… New technologies have enabled the investigation of biology and human health at an … 
We provide examples of successful data integration in biology and medicine. Finally, we …",https://www.sciencedirect.com/science/article/pii/S1566253518304482,605,3,,"Machine learning for integrating data in biology and medicine: Principles, practice, and opportunities",13,90,biology,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1566253518304482,{},,
antioxidant defence systems oxidative stress poultry biology update,"PF Surai, II Kochish, VI Fisinin, MT Kidd",2019.0,"Poultry in commercial settings are exposed to a range of stressors. A growing body of 
information clearly indicates that excess ROS/RNS production and oxidative stress are major …",https://www.mdpi.com/2076-3921/8/7/235,557,0,,Antioxidant defence systems and oxidative stress in poultry biology: An update,11,68,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2076-3921/8/7/235,{},,
bookb flies disease ii biology disease transmission,B Greenberg,2019.0,"This second volume of Flies and Disease spans the recorded history of synanthropic flies, 
from earliest Sumerian writings to contemporary research on their biology and involvement in …",https://www.degruyter.com/document/doi/10.1515/9780691196718/html,540,7,BOOK,Flies and disease: II. Biology and disease transmission,8,48,biology,degruyter.com,De Gruyter,/document/doi/10.1515/9780691196718/html,{},10.1515/9780691196718/,
cellular biology fracture healing,"CS Bahney, RL Zondervan, P Allison",2019.0,"The biology of bone healing is a rapidly developing science. Advances in transgenic and 
gene‐targeted mice have enabled tissue and cell‐specific investigations of skeletal …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jor.24170,539,0,,Cellular biology of fracture healing,5,32,biology,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1002/jor.24170,{},,24170
clinical update head neck cancer molecular biology ongoing challenges,"E Alsahafi, K Begg, I Amelio, N Raulf, P Lucarelli",2019.0,"… of the molecular biology of … biology of HNSCC, alongside an understanding of tumour–microenvironment 
interactions. This review will explore the current knowledge of HNSCC biology …",https://www.nature.com/articles/s41419-019-1769-9,539,4,,Clinical update on head and neck cancer: molecular biology and ongoing challenges,12,70,biology,nature.com,Nature Publishing Group,/articles/s41419-019-1769-9,{},,
pathogenesis endometriosis molecular cell biology insights,"AS Laganà, S Garzon, M Götte, P Viganò",2019.0,"The etiopathogenesis of endometriosis is a multifactorial process resulting in a heterogeneous 
disease. Considering that endometriosis etiology and pathogenesis are still far from …",https://www.mdpi.com/1422-0067/20/22/5615,522,4,,The pathogenesis of endometriosis: molecular and cell biology insights,9,62,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/1422-0067/20/22/5615,{},,
biology functional importance mait cells,"DI Godfrey, HF Koay, J McCluskey, NA Gherardin",2019.0,"In recent years, a population of unconventional T cells called ‘mucosal-associated invariant 
T cells’ (MAIT cells) has captured the attention of immunologists and clinicians due to their …",https://www.nature.com/articles/s41590-019-0444-8,510,0,,The biology and functional importance of MAIT cells,8,44,biology,nature.com,Nature Publishing Group,/articles/s41590-019-0444-8,{},,
biology extracellular vesicles known unknowns,"L Margolis, Y Sadovsky",2019.0,"… What is the contribution of biogenesis pathway and composition to the definition of EV 
biology? The enormous complexity of EV biology can be somewhat reduced by linking structural …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000363,498,0,,The biology of extracellular vesicles: The known unknowns,8,50,biology,journals.plos.org,PLOS (Public Library of Science),/plosbiology/article,{'id': ['10.1371/journal.pbio.3000363']},,
bookb solitary bees biology evolution conservation,"BN Danforth, RL Minckley, JL Neff",2019.0,"… on bee biology during … biology through their field work and careful observations, often in 
remote, harsh, and inaccessible parts of the world. The stories we tell about solitary bee biology …",https://books.google.com/books?hl=en&lr=&id=4ceXDwAAQBAJ&oi=fnd&pg=PP9&dq=biology&ots=KNfAu0MXrN&sig=-SHA2gG0elYhqMYPhrpsaRV_0zU,495,1,BOOK,"The solitary bees: biology, evolution, conservation",6,46,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['4ceXDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP9'], 'dq': ['biology'], 'ots': ['KNfAu0MXrN'], 'sig': ['-SHA2gG0elYhqMYPhrpsaRV_0zU']}",,
nanocarbons biology medicine sensing imaging drug delivery,"N Panwar, AM Soehartono, KK Chan, S Zeng",2019.0,"Nanocarbons with different dimensions (eg, 0D fullerenes and carbon nanodots, 1D carbon 
nanotubes and graphene nanoribbons, 2D graphene and graphene oxides, and 3D …",https://pubs.acs.org/doi/abs/10.1021/acs.chemrev.9b00099,483,0,,"Nanocarbons for biology and medicine: sensing, imaging, and drug delivery",10,64,biology,pubs.acs.org,American Chemical Society Publications,/doi/abs/10.1021/acs.chemrev.9b00099,{},,9b00099
spatial proteomics powerful discovery tool cell biology,"E Lundberg, GHH Borner",2019.0,"… essential for a complete understanding of cell biology. Owing to substantial advances in … 
spatial proteomics finally integrates with cell biology and medical research, thereby paving …",https://www.nature.com/articles/s41580-018-0094-y,478,2,,Spatial proteomics: a powerful discovery tool for cell biology,9,54,biology,nature.com,Nature Publishing Group,/articles/s41580-018-0094-y,{},,
spinal cord repair advances biology technology,"G Courtine, MV Sofroniew",2019.0,"Individuals with spinal cord injury (SCI) can face decades with permanent disabilities. 
Advances in clinical management have decreased morbidity and improved outcomes, but no …",https://www.nature.com/articles/s41591-019-0475-6,458,0,,Spinal cord repair: advances in biology and technology,8,47,biology,nature.com,Nature Publishing Group,/articles/s41591-019-0475-6,{},,
bookb basic applied bone biology,"DB Burr, MR Allen",2019.0,"… of the basics of bone biology. Bone biology researchers who also train undergraduate and 
… of the technical aspects of qualification in bone biology (eg, mechanics, histomorphometry, …",https://books.google.com/books?hl=en&lr=&id=MwWJDwAAQBAJ&oi=fnd&pg=PP1&dq=biology&ots=FZL_LSw887&sig=PxOoWYWOvhhFtIi-NpscXmY4iV0,439,0,BOOK,Basic and applied bone biology,5,26,biology,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['MwWJDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['biology'], 'ots': ['FZL_LSw887'], 'sig': ['PxOoWYWOvhhFtIi-NpscXmY4iV0']}",,
htmlhtml systems biology plantmicrobiome interactions,"PA Rodriguez, M Rothballer, SP Chowdhury",2019.0,"In natural environments, plants are exposed to diverse microbiota that they interact with in 
complex ways. While plant–pathogen interactions have been intensely studied to understand …",https://www.cell.com/molecular-plant/fulltext/S1674-2052(19)30171-6?dgcid=raven_jbs_etoc_email,426,0,HTML,Systems biology of plant-microbiome interactions,5,44,biology,cell.com,Cell Press,/molecular-plant/fulltext/S1674-2052(19)30171-6,{'dgcid': ['raven_jbs_etoc_email']},,
review cellbased computational modeling cancer biology,"J Metzcar, Y Wang, R Heiland",2019.0,"Cancer biology involves complex, dynamic interactions between cancer cells and their tissue 
microenvironments. Single-cell effects are critical drivers of clinical progression. Chemical …",https://ascopubs.org/doi/abs/10.1200/CCI.18.00069,406,3,,A review of cell-based computational modeling in cancer biology,9,55,biology,ascopubs.org,American Society of Clinical Oncology,/doi/abs/10.1200/CCI.18.00069,{},,00069
mirnas biology biogenesis webbased tools databases,"M Tafrihi, E Hasheminasab",2019.0,"Introduction: MicroRNAs (miRNAs), which are evolutionarily conserved, and endogenous 
non-coding RNAs, participate in the post-transcriptional regulation of eukaryotic genes. The …",https://www.ingentaconnect.com/content/ben/mirna/2019/00000008/00000001/art00004,185,0,,"MiRNAs: biology, biogenesis, their web-based tools, and databases",8,58,biology,ingentaconnect.com,Ingenta Connect,/content/ben/mirna/2019/00000008/00000001/art00004,{},,
data gaps opportunities comparative conservation biology,"DA Conde, J Staerk, F Colchero",2019.0,"Biodiversity loss is a major challenge. Over the past century, the average rate of vertebrate 
extinction has been about 100-fold higher than the estimated background rate and population …",https://www.pnas.org/doi/abs/10.1073/pnas.1816367116,181,1,,Data gaps and opportunities for comparative and conservation biology,9,60,biology,pnas.org,Proceedings of the National Academy of Sciences,/doi/abs/10.1073/pnas.1816367116,{},,1816367116
lncrnas vascular biology disease,"V Simion, S Haemmig, MW Feinberg",2019.0,"Accumulating studies indicate that long non-coding RNAs (lncRNAs) play important roles in 
the regulation of diverse biological processes involved in homeostatic control of the vessel …",https://www.sciencedirect.com/science/article/pii/S153718911730441X,168,7,,LncRNAs in vascular biology and disease,6,34,biology,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S153718911730441X,{},,
revised perspective skeletal stem cell biology,"TH Ambrosi, MT Longaker, CKF Chan",2019.0,"… In this review, we examine the state-of-the-art knowledge of SSC biology and try to establish 
a common ground for the definition and terminology of specific bone-resident stem cells. We …",https://www.frontiersin.org/articles/10.3389/fcell.2019.00189/full,167,2,,A revised perspective of skeletal stem cell biology,8,44,biology,frontiersin.org,Frontiers,/articles/10.3389/fcell.2019.00189/full,{},,
htmlhtml future trends synthetic biologya report,"M El Karoui, M Hoyos",2019.0,"Leading researchers working on synthetic biology … -economic benefits of synthetic biology, 
they also examined the … bodies to ensure that synthetic biology research is carried out …",https://www.frontiersin.org/articles/10.3389/fbioe.2019.00175/full?trk=public_post_comment-text,160,3,HTML,Future trends in synthetic biology—a report,6,38,biology,frontiersin.org,Frontiers,/articles/10.3389/fbioe.2019.00175/full,{'trk': ['public_post_comment-text']},,
3d scaffolds study basic cell biology,"M Hippler, ED Lemma, S Bertels, E Blasco",2019.0,"Mimicking the properties of the extracellular matrix is crucial for developing in vitro models of 
the physiological microenvironment of living cells. Among other techniques, 3D direct laser …",https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201808110,147,2,,3D scaffolds to study basic cell biology,7,34,biology,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1002/adma.201808110,{},,201808110
biology function mir159 plants,"AA Millar, A Lohe, G Wong",2019.0,"MicroR159 (miR159) is ancient, being present in the majority of land plants where it targets 
a class of regulatory genes called GAMYB or GAMYB-like via highly conserved miR159-…",https://www.mdpi.com/2223-7747/8/8/255,140,5,,Biology and function of miR159 in plants,7,34,biology,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2223-7747/8/8/255,{},,
retrorules database reaction rules engineering biology,"T Duigou, M Du Lac, P Carbonell",2019.0,"… The use of such rules is becoming increasingly important in the context of synthetic biology 
applied to de novo pathway discovery and in systems biology to discover underground …",https://academic.oup.com/nar/article-abstract/47/D1/D1229/5128930,117,0,,RetroRules: a database of reaction rules for engineering biology,9,56,biology,academic.oup.com,Oxford University Press,/nar/article-abstract/47/D1/D1229/5128930,{},,
organism art thou old new challenges organismcentered biology,J Baedke,2019.0,"This paper addresses theoretical challenges, still relevant today, that arose in the first decades 
of the twentieth century related to the concept of the organism. During this period, new …",https://link.springer.com/article/10.1007/s10739-018-9549-4,108,3,,"O organism, where art thou? Old and new challenges for organism-centered biology",12,69,biology,link.springer.com,Springer,/article/10.1007/s10739-018-9549-4,{},10.1007/s10739,
ommochromes invertebrates biochemistry cell biology,"F Figon, J Casas",2019.0,"Ommochromes are widely occurring coloured molecules of invertebrates, arising from 
tryptophan catabolism through the so‐called Tryptophan → Ommochrome pathway. They are …",https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.12441,102,2,,Ommochromes in invertebrates: biochemistry and cell biology,7,53,biology,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/brv.12441,{},,12441
